Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1029/1493        YAML::Stream::operator bool() const [52]
                0.00    0.00     910/1015        YAML::Stream::eat(int) [62]
                0.00    0.00     184/2619        YAML::Stream::peek() const [49]
                0.00    0.00     184/184         YAML::Scanner::IsWhitespaceToBeEaten(char) [72]
                0.00    0.00      46/46          YAML::Scanner::InvalidateSimpleKey() [113]
                0.00    0.00       3/36          YAML::RegEx::RegEx(char) [117]
                0.00    0.00       2/14          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
                0.00    0.00       1/5           YAML::RegEx::RegEx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, YAML::REGEX_OP) [157]
-----------------------------------------------
                0.00    0.00      86/86          YAML::Scanner::ScanNextToken() [78]
[81]     0.0    0.00    0.00      86         YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       2/82          std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
                0.00    0.00       1/9           YAML::Exp::BlankOrBreak() [137]
                0.00    0.00       1/29          YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
                0.00    0.00       1/6           YAML::RegEx::RegEx() [151]
                0.00    0.00       1/14          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
                0.00    0.00       1/36          YAML::RegEx::RegEx(char) [117]
                0.00    0.00       1/8           YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [147]
-----------------------------------------------
                                  28             std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
                0.00    0.00       2/82          YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       4/82          YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00       6/82          YAML::Scanner::ScanNextToken() [78]
                0.00    0.00      12/82          YAML::Exp::PlainScalar() [107]
                0.00    0.00      23/82          YAML::RegEx::~RegEx() [288]
                0.00    0.00      35/82          void std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::_M_realloc_insert<YAML::RegEx const&>(__gnu_cxx::__normal_iterator<YAML::RegEx*, std::vector<YAML::RegEx, std::allocator<YAML::RegEx> > >, YAML::RegEx const&) [114]
[82]     0.0    0.00    0.00      82+28      std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
                                  28             std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
-----------------------------------------------
                0.00    0.00      63/63          YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
[83]     0.0    0.00    0.00      63         YAML::NodeBuilder::RegisterAnchor(unsigned long, YAML::detail::node&) [83]
-----------------------------------------------
                0.00    0.00      63/63          YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[84]     0.0    0.00    0.00      63         YAML::NodeBuilder::Pop() [84]
                0.00    0.00      62/62          YAML::detail::node::mark_defined() [101]
                0.00    0.00      31/31          YAML::detail::node_data::insert_map_pair(YAML::detail::node&, YAML::detail::node&) [121]
                0.00    0.00      31/31          YAML::detail::node_data::insert(YAML::detail::node&, YAML::detail::node&, std::shared_ptr<YAML::detail::memory_holder> const&) [122]
-----------------------------------------------
                0.00    0.00       8/63          YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
                0.00    0.00      55/63          YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [105]
[85]     0.0    0.00    0.00      63         YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
                0.00    0.00      63/63          YAML::detail::memory::create_node() [89]
                0.00    0.00      63/63          YAML::detail::node_data::set_mark(YAML::Mark const&) [92]
                0.00    0.00      63/63          YAML::NodeBuilder::RegisterAnchor(unsigned long, YAML::detail::node&) [83]
                0.00    0.00      63/63          YAML::NodeBuilder::Push(YAML::detail::node&) [86]
-----------------------------------------------
                0.00    0.00      63/63          YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
[86]     0.0    0.00    0.00      63         YAML::NodeBuilder::Push(YAML::detail::node&) [86]
                0.00    0.00       3/4           void std::vector<YAML::detail::node*, std::allocator<YAML::detail::node*> >::_M_realloc_insert<YAML::detail::node*>(__gnu_cxx::__normal_iterator<YAML::detail::node**, std::vector<YAML::detail::node*, std::allocator<YAML::detail::node*> > >, YAML::detail::node*&&) [161]
-----------------------------------------------
                                  62             YAML::SingleDocParser::HandleBlockMap(YAML::EventHandler&) <cycle 2> [140]
                0.00    0.00       1/1           YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
[87]     0.0    0.00    0.00      63         YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
                0.00    0.00     252/396         YAML::Scanner::peek() [66]
                0.00    0.00     126/262         YAML::Scanner::empty() [69]
                0.00    0.00      63/63          YAML::Scanner::mark() const [94]
                0.00    0.00      63/63          YAML::SingleDocParser::ParseProperties(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [88]
                0.00    0.00      63/63          YAML::NodeBuilder::Pop() [84]
                0.00    0.00      55/55          YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [105]
                0.00    0.00      55/133         YAML::Scanner::pop() [74]
                0.00    0.00      55/55          YAML::IsNullString(char const*, unsigned long) [106]
                0.00    0.00       8/8           YAML::NodeBuilder::OnMapEnd() [139]
                0.00    0.00       8/8           YAML::SingleDocParser::HandleMap(YAML::EventHandler&) [141]
                0.00    0.00       8/8           YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
                                   8             YAML::SingleDocParser::HandleBlockMap(YAML::EventHandler&) <cycle 2> [140]
-----------------------------------------------
                0.00    0.00      63/63          YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[88]     0.0    0.00    0.00      63         YAML::SingleDocParser::ParseProperties(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [88]
                0.00    0.00      63/262         YAML::Scanner::empty() [69]
                0.00    0.00      63/396         YAML::Scanner::peek() [66]
-----------------------------------------------
                0.00    0.00      63/63          YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
[89]     0.0    0.00    0.00      63         YAML::detail::memory::create_node() [89]
                0.00    0.00      63/63          YAML::detail::node_data::node_data() [93]
-----------------------------------------------
                0.00    0.00       8/63          YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
                0.00    0.00      55/63          YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [105]
[90]     0.0    0.00    0.00      63         YAML::detail::node_data::mark_defined() [90]
-----------------------------------------------
                0.00    0.00       8/63          YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
                0.00    0.00      55/63          YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [105]
[91]     0.0    0.00    0.00      63         YAML::detail::node_data::set_tag(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [91]
-----------------------------------------------
                0.00    0.00      63/63          YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
[92]     0.0    0.00    0.00      63         YAML::detail::node_data::set_mark(YAML::Mark const&) [92]
-----------------------------------------------
                0.00    0.00      63/63          YAML::detail::memory::create_node() [89]
[93]     0.0    0.00    0.00      63         YAML::detail::node_data::node_data() [93]
-----------------------------------------------
                0.00    0.00      63/63          YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[94]     0.0    0.00    0.00      63         YAML::Scanner::mark() const [94]
-----------------------------------------------
                0.00    0.00       6/63          std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [209]
                0.00    0.00      57/63          std::_Rb_tree<std::shared_ptr<YAML::detail::node>, std::shared_ptr<YAML::detail::node>, std::_Identity<std::shared_ptr<YAML::detail::node> >, std::less<std::shared_ptr<YAML::detail::node> >, std::allocator<std::shared_ptr<YAML::detail::node> > >::_M_erase(std::_Rb_tree_node<std::shared_ptr<YAML::detail::node> >*) <cycle 1> [156]
[95]     0.0    0.00    0.00      63         std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [95]
-----------------------------------------------
                0.00    0.00      63/63          std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
[96]     0.0    0.00    0.00      63         std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [96]
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [98]
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [97]
-----------------------------------------------
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [96]
[97]     0.0    0.00    0.00      63         std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [97]
-----------------------------------------------
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [96]
[98]     0.0    0.00    0.00      63         std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [98]
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node_data*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [100]
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node_data*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [99]
-----------------------------------------------
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [98]
[99]     0.0    0.00    0.00      63         std::_Sp_counted_ptr<YAML::detail::node_data*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [99]
-----------------------------------------------
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [98]
[100]    0.0    0.00    0.00      63         std::_Sp_counted_ptr<YAML::detail::node_data*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [100]
-----------------------------------------------
                0.00    0.00      62/62          YAML::NodeBuilder::Pop() [84]
[101]    0.0    0.00    0.00      62         YAML::detail::node::mark_defined() [101]
-----------------------------------------------
                0.00    0.00      60/60          getImageFilePaths(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, BaseConfig&) [166]
[102]    0.0    0.00    0.00      60         std::filesystem::__cxx11::path::~path() [102]
-----------------------------------------------
                0.00    0.00      20/60          loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [29]
                0.00    0.00      40/60          Lineage::saveFrame(int) [19]
[103]    0.0    0.00    0.00      60         std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [103]
-----------------------------------------------
                0.00    0.00      55/55          YAML::Scanner::ScanPlainScalar() [109]
[104]    0.0    0.00    0.00      55         YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00     806/2335        int YAML::RegEx::MatchUnchecked<YAML::StreamCharSource>(YAML::StreamCharSource const&) const [50]
                0.00    0.00     377/1493        YAML::Stream::operator bool() const [52]
                0.00    0.00     338/2619        YAML::Stream::peek() const [49]
                0.00    0.00     263/1278        YAML::Stream::get() [59]
                0.00    0.00      74/1015        YAML::Stream::eat(int) [62]
                0.00    0.00       2/2           YAML::Exp::DocIndicator() [167]
                0.00    0.00       1/14          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
-----------------------------------------------
                0.00    0.00      55/55          YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[105]    0.0    0.00    0.00      55         YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [105]
                0.00    0.00      55/63          YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
                0.00    0.00      55/55          YAML::detail::node_data::set_scalar(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
                0.00    0.00      55/63          YAML::detail::node_data::set_tag(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [91]
                0.00    0.00      55/63          YAML::detail::node_data::mark_defined() [90]
-----------------------------------------------
                0.00    0.00      55/55          YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[106]    0.0    0.00    0.00      55         YAML::IsNullString(char const*, unsigned long) [106]
-----------------------------------------------
                0.00    0.00      55/55          YAML::Scanner::ScanNextToken() [78]
[107]    0.0    0.00    0.00      55         YAML::Exp::PlainScalar() [107]
                0.00    0.00      12/82          std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
                0.00    0.00       3/14          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
                0.00    0.00       2/9           YAML::Exp::BlankOrBreak() [137]
                0.00    0.00       2/5           YAML::RegEx::RegEx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, YAML::REGEX_OP) [157]
                0.00    0.00       1/29          YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
                0.00    0.00       1/6           YAML::RegEx::RegEx() [151]
                0.00    0.00       1/8           YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [147]
                0.00    0.00       1/1           YAML::operator!(YAML::RegEx const&) [204]
-----------------------------------------------
                0.00    0.00      55/55          YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [105]
[108]    0.0    0.00    0.00      55         YAML::detail::node_data::set_scalar(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
-----------------------------------------------
                0.00    0.00      55/55          YAML::Scanner::EnsureTokensInQueue() [63]
[109]    0.0    0.00    0.00      55         YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00      55/55          YAML::Scanner::InsertPotentialSimpleKey() [110]
                0.00    0.00      55/55          YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00      55/55          YAML::Scanner::GetTopIndent() const [111]
                0.00    0.00      11/11          void std::deque<YAML::Token, std::allocator<YAML::Token> >::_M_push_back_aux<YAML::Token const&>(YAML::Token const&) [136]
                0.00    0.00       4/82          std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
                0.00    0.00       2/9           YAML::Exp::BlankOrBreak() [137]
                0.00    0.00       2/8           YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [147]
                0.00    0.00       2/14          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
                0.00    0.00       1/29          YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
                0.00    0.00       1/6           YAML::RegEx::RegEx() [151]
                0.00    0.00       1/36          YAML::RegEx::RegEx(char) [117]
-----------------------------------------------
                0.00    0.00      55/55          YAML::Scanner::ScanPlainScalar() [109]
[110]    0.0    0.00    0.00      55         YAML::Scanner::InsertPotentialSimpleKey() [110]
                0.00    0.00      55/55          YAML::Scanner::CanInsertPotentialSimpleKey() const [112]
                0.00    0.00      31/31          YAML::Scanner::SimpleKey::SimpleKey(YAML::Mark const&, unsigned long) [127]
                0.00    0.00      31/31          YAML::Scanner::PushIndentTo(int, YAML::Scanner::IndentMarker::INDENT_TYPE) [123]
                0.00    0.00       6/6           void std::deque<YAML::Token, std::allocator<YAML::Token> >::_M_push_back_aux<YAML::Token>(YAML::Token&&) [154]
-----------------------------------------------
                0.00    0.00      55/55          YAML::Scanner::ScanPlainScalar() [109]
[111]    0.0    0.00    0.00      55         YAML::Scanner::GetTopIndent() const [111]
-----------------------------------------------
                0.00    0.00      55/55          YAML::Scanner::InsertPotentialSimpleKey() [110]
[112]    0.0    0.00    0.00      55         YAML::Scanner::CanInsertPotentialSimpleKey() const [112]
                0.00    0.00      31/31          YAML::Scanner::ExistsActiveSimpleKey() const [128]
-----------------------------------------------
                0.00    0.00      46/46          YAML::Scanner::ScanToNextToken() [80]
[113]    0.0    0.00    0.00      46         YAML::Scanner::InvalidateSimpleKey() [113]
-----------------------------------------------
                0.00    0.00       1/45          YAML::operator!(YAML::RegEx const&) [204]
                0.00    0.00      16/45          YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [147]
                0.00    0.00      28/45          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
[114]    0.0    0.00    0.00      45         void std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::_M_realloc_insert<YAML::RegEx const&>(__gnu_cxx::__normal_iterator<YAML::RegEx*, std::vector<YAML::RegEx, std::allocator<YAML::RegEx> > >, YAML::RegEx const&) [114]
                0.00    0.00     118/118         std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::vector(std::vector<YAML::RegEx, std::allocator<YAML::RegEx> > const&) [76]
                0.00    0.00      35/82          std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::~vector() [82]
-----------------------------------------------
                0.00    0.00      40/40          Lineage::saveFrame(int) [19]
[115]    0.0    0.00    0.00      40         std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format) [115]
-----------------------------------------------
                0.00    0.00      40/40          Lineage::saveFrame(int) [19]
[116]    0.0    0.00    0.00      40         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [116]
-----------------------------------------------
                0.00    0.00       1/36          YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       1/36          YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00       2/36          YAML::Scanner::ScanNextToken() [78]
                0.00    0.00       2/36          YAML::Exp::BlankOrBreak() [137]
                0.00    0.00       3/36          YAML::Scanner::ScanToNextToken() [80]
                0.00    0.00      27/36          YAML::RegEx::RegEx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, YAML::REGEX_OP) [157]
[117]    0.0    0.00    0.00      36         YAML::RegEx::RegEx(char) [117]
-----------------------------------------------
                0.00    0.00       1/36          YAML::Scanner::StartStream() [197]
                0.00    0.00       4/36          YAML::Scanner::PushIndentTo(int, YAML::Scanner::IndentMarker::INDENT_TYPE) [123]
                0.00    0.00      31/36          YAML::Scanner::ScanValue() [125]
[118]    0.0    0.00    0.00      36         void std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > >::_M_realloc_insert<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >*, std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > > >, std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >&&) [118]
                0.00    0.00       1/5           std::deque<YAML::Token, std::allocator<YAML::Token> >::_M_reallocate_map(unsigned long, bool) [158]
-----------------------------------------------
                0.00    0.00       6/34          SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00       8/34          SphereConfig::explodeConfig(YAML::Node const&) [175]
                0.00    0.00       8/34          BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00      12/34          PerturbParams::explodeParams(YAML::Node const&) [159]
[119]    0.0    0.00    0.00      34         YAML::Node::~Node() [119]
-----------------------------------------------
                0.00    0.00       1/34          SphereConfig::explodeConfig(YAML::Node const&) [175]
                0.00    0.00       1/34          BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00       2/34          SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00       2/34          YAML::Node const YAML::Node::operator[]<char [13]>(char const (&) [13]) const [169]
                0.00    0.00       3/34          YAML::Node const YAML::Node::operator[]<char [2]>(char const (&) [2]) const [165]
                0.00    0.00       3/34          YAML::Node const YAML::Node::operator[]<char [10]>(char const (&) [10]) const [162]
                0.00    0.00       3/34          YAML::Node const YAML::Node::operator[]<char [17]>(char const (&) [17]) const [164]
                0.00    0.00       3/34          YAML::Node const YAML::Node::operator[]<char [11]>(char const (&) [11]) const [163]
                0.00    0.00       4/34          PerturbParams::explodeParams(YAML::Node const&) [159]
                0.00    0.00       6/34          YAML::Node const YAML::Node::operator[]<char [6]>(char const (&) [6]) const [153]
                0.00    0.00       6/34          YAML::Node const YAML::Node::operator[]<char [5]>(char const (&) [5]) const [152]
[120]    0.0    0.00    0.00      34         YAML::Node::EnsureNodeExists() const [120]
-----------------------------------------------
                0.00    0.00      31/31          YAML::NodeBuilder::Pop() [84]
[121]    0.0    0.00    0.00      31         YAML::detail::node_data::insert_map_pair(YAML::detail::node&, YAML::detail::node&) [121]
-----------------------------------------------
                0.00    0.00      31/31          YAML::NodeBuilder::Pop() [84]
[122]    0.0    0.00    0.00      31         YAML::detail::node_data::insert(YAML::detail::node&, YAML::detail::node&, std::shared_ptr<YAML::detail::memory_holder> const&) [122]
-----------------------------------------------
                0.00    0.00      31/31          YAML::Scanner::InsertPotentialSimpleKey() [110]
[123]    0.0    0.00    0.00      31         YAML::Scanner::PushIndentTo(int, YAML::Scanner::IndentMarker::INDENT_TYPE) [123]
                0.00    0.00       8/8           YAML::Scanner::PushToken(YAML::Token::TYPE) [146]
                0.00    0.00       8/8           YAML::Scanner::GetStartTokenFor(YAML::Scanner::IndentMarker::INDENT_TYPE) const [148]
                0.00    0.00       4/36          void std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > >::_M_realloc_insert<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >*, std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > > >, std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >&&) [118]
-----------------------------------------------
                0.00    0.00      31/31          YAML::Scanner::ScanValue() [125]
[124]    0.0    0.00    0.00      31         YAML::Scanner::VerifySimpleKey() [124]
                0.00    0.00      31/31          YAML::Scanner::SimpleKey::Validate() [126]
-----------------------------------------------
                0.00    0.00      31/31          YAML::Scanner::EnsureTokensInQueue() [63]
[125]    0.0    0.00    0.00      31         YAML::Scanner::ScanValue() [125]
                0.00    0.00      31/31          YAML::Scanner::VerifySimpleKey() [124]
                0.00    0.00      31/1015        YAML::Stream::eat(int) [62]
                0.00    0.00      31/36          void std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > >::_M_realloc_insert<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >*, std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > > >, std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >&&) [118]
-----------------------------------------------
                0.00    0.00      31/31          YAML::Scanner::VerifySimpleKey() [124]
[126]    0.0    0.00    0.00      31         YAML::Scanner::SimpleKey::Validate() [126]
-----------------------------------------------
                0.00    0.00      31/31          YAML::Scanner::InsertPotentialSimpleKey() [110]
[127]    0.0    0.00    0.00      31         YAML::Scanner::SimpleKey::SimpleKey(YAML::Mark const&, unsigned long) [127]
-----------------------------------------------
                0.00    0.00      31/31          YAML::Scanner::CanInsertPotentialSimpleKey() const [112]
[128]    0.0    0.00    0.00      31         YAML::Scanner::ExistsActiveSimpleKey() const [128]
-----------------------------------------------
                0.00    0.00       1/29          YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       1/29          YAML::Exp::PlainScalar() [107]
                0.00    0.00       1/29          YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00       1/29          YAML::operator!(YAML::RegEx const&) [204]
                0.00    0.00       3/29          YAML::Scanner::ScanNextToken() [78]
                0.00    0.00       8/29          YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [147]
                0.00    0.00      14/29          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
[129]    0.0    0.00    0.00      29         YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
-----------------------------------------------
                0.00    0.00      21/21          main [1]
[130]    0.0    0.00    0.00      21         Lineage::length() [130]
-----------------------------------------------
                0.00    0.00      20/20          Lineage::optimize(int) [2]
[131]    0.0    0.00    0.00      20         Frame::length() const [131]
-----------------------------------------------
                0.00    0.00      18/18          float YAML::Node::as<float>() const [133]
[132]    0.0    0.00    0.00      18         YAML::convert<float>::decode(YAML::Node const&, float&) [132]
-----------------------------------------------
                0.00    0.00       2/18          BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00       4/18          SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00      12/18          PerturbParams::explodeParams(YAML::Node const&) [159]
