Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     160/3875        interpolateSlices(cv::Mat const&, cv::Mat const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&, int) [33]
                0.00    0.00     180/3875        Frame::generateOutputSynthFrame() [20]
                0.00    0.00     180/3875        Frame::generateOutputFrame() [32]
                0.00    0.00     180/3875        Frame::generateSynthFrame() [30]
                0.01    0.00    3015/3875        Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
[21]     0.5    0.01    0.00    3875         void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [21]
-----------------------------------------------
                0.01    0.00 1164968/1164968     Spheroid::checkIfCellsOverlap(std::vector<Spheroid, std::allocator<Spheroid> > const&) [8]
[22]     0.5    0.01    0.00 1164968         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [22]
-----------------------------------------------
                0.01    0.00  332848/332848      Spheroid::checkIfCellsOverlap(std::vector<Spheroid, std::allocator<Spheroid> > const&) [8]
[23]     0.5    0.01    0.00  332848         void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [23]
-----------------------------------------------
                0.00    0.00       1/219276      CellFactory::createCells(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, float) [37]
                0.00    0.00      20/219276      loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [29]
                0.00    0.00      81/219276      Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
                0.00    0.00     114/219276      Lineage::copyCellsForward(int) [36]
                0.00    0.00    9040/219276      Lineage::saveFrame(int) [19]
                0.01    0.00  210020/219276      Lineage::optimize(int) [2]
[24]     0.5    0.01    0.00  219276         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00     394/80922       Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
                0.01    0.00   80528/80922       Spheroid::calculateMinimumBox(Spheroid&) const [13]
[25]     0.5    0.01    0.00   80922         Spheroid::calculateCorners() const [25]
-----------------------------------------------
                0.00    0.01     394/394         Lineage::optimize(int) [2]
[26]     0.4    0.00    0.01     394         Frame::split() [26]
                0.00    0.01     394/394         Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
                0.00    0.00     394/42000       std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#3}>::_M_invoke(std::_Any_data const&, bool&&) [15]
-----------------------------------------------
                0.00    0.01     394/394         Frame::split() [26]
[27]     0.4    0.00    0.01     394         Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
                0.01    0.00    3015/3875        void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [21]
                0.00    0.00    2444/335292      PerturbParams::getPerturbOffset() const [10]
                0.00    0.00     394/80922       Spheroid::calculateCorners() const [25]
                0.00    0.00   48459/48459       void std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >::_M_realloc_insert<cv::Point3_<double> >(__gnu_cxx::__normal_iterator<cv::Point3_<double>*, std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > >, cv::Point3_<double>&&) [46]
                0.00    0.00    1432/1432        void std::vector<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >, std::allocator<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > > >::_M_realloc_insert<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&>(__gnu_cxx::__normal_iterator<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >*, std::vector<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >, std::allocator<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > > > >, std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&) [53]
                0.00    0.00     253/253         Spheroid::performPCA(std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&) const [70]
                0.00    0.00     253/253         Spheroid::checkConstraints() const [71]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[28]     0.1    0.00    0.00       1         Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
                0.00    0.00      20/20          loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [29]
                0.00    0.00      14/20          Frame::Frame(std::vector<cv::Mat, std::allocator<cv::Mat> > const&, SimulationConfig const&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
                0.00    0.00       5/5           void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [34]
                0.00    0.00       1/1           void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [35]
                0.00    0.00      81/219276      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00      20/20          Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
[29]     0.0    0.00    0.00      20         loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [29]
                0.00    0.00     640/640         interpolateSlices(cv::Mat const&, cv::Mat const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&, int) [33]
                0.00    0.00     160/3875        void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [21]
                0.00    0.00      20/219276      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.00     660/660         processImage(cv::Mat const&, BaseConfig const&) [65]
                0.00    0.00      20/60          std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [103]
-----------------------------------------------
                0.00    0.00      20/20          Frame::Frame(std::vector<cv::Mat, std::allocator<cv::Mat> > const&, SimulationConfig const&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
[30]     0.0    0.00    0.00      20         Frame::generateSynthFrame() [30]
                0.00    0.00     180/3875        void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [21]
                0.00    0.00    1350/14604852     Spheroid::draw(cv::Mat&, SimulationConfig, cv::Mat*, float) const [7]
-----------------------------------------------
                0.00    0.00       1/20          void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [35]
                0.00    0.00       5/20          void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [34]
                0.00    0.00      14/20          Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
[31]     0.0    0.00    0.00      20         Frame::Frame(std::vector<cv::Mat, std::allocator<cv::Mat> > const&, SimulationConfig const&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
                0.00    0.00      20/20          Frame::generateSynthFrame() [30]
                0.00    0.00     180/180         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [73]
-----------------------------------------------
                0.00    0.00      20/20          Lineage::saveFrame(int) [19]
[32]     0.0    0.00    0.00      20         Frame::generateOutputFrame() [32]
                0.00    0.00     180/3875        void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [21]
                0.00    0.00   27000/27000       Spheroid::drawOutline(cv::Mat&, float, float) const [47]
-----------------------------------------------
                0.00    0.00     640/640         loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [29]
[33]     0.0    0.00    0.00     640         interpolateSlices(cv::Mat const&, cv::Mat const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&, int) [33]
                0.00    0.00     160/3875        void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [21]
-----------------------------------------------
                0.00    0.00       5/5           Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
[34]     0.0    0.00    0.00       5         void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [34]
                0.00    0.00       5/20          Frame::Frame(std::vector<cv::Mat, std::allocator<cv::Mat> > const&, SimulationConfig const&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
-----------------------------------------------
                0.00    0.00       1/1           Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
[35]     0.0    0.00    0.00       1         void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [35]
                0.00    0.00       1/20          Frame::Frame(std::vector<cv::Mat, std::allocator<cv::Mat> > const&, SimulationConfig const&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
-----------------------------------------------
                0.00    0.00      20/20          main [1]
[36]     0.0    0.00    0.00      20         Lineage::copyCellsForward(int) [36]
                0.00    0.00     114/219276      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[37]     0.0    0.00    0.00       1         CellFactory::createCells(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, float) [37]
                0.00    0.00       1/219276      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [211]
-----------------------------------------------
[38]     0.0    0.00    0.00     329+72      <cycle 1 as a whole> [38]
                0.00    0.00     393             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
                0.00    0.00       6             std::_Rb_tree<std::shared_ptr<YAML::detail::node>, std::shared_ptr<YAML::detail::node>, std::_Identity<std::shared_ptr<YAML::detail::node> >, std::less<std::shared_ptr<YAML::detail::node> >, std::allocator<std::shared_ptr<YAML::detail::node> > >::_M_erase(std::_Rb_tree_node<std::shared_ptr<YAML::detail::node> >*) <cycle 1> [156]
                0.00    0.00       1             std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [207]
                0.00    0.00       1             std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [209]
-----------------------------------------------
[39]     0.0    0.00    0.00       1+70      <cycle 2 as a whole> [39]
                0.00    0.00      63             YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
                0.00    0.00       8             YAML::SingleDocParser::HandleBlockMap(YAML::EventHandler&) <cycle 2> [140]
-----------------------------------------------
                                   2             frame_dummy [40]
                0.00    0.00       1/137         BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00       6/137         void std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >::_M_realloc_insert<std::filesystem::__cxx11::path const&>(__gnu_cxx::__normal_iterator<std::filesystem::__cxx11::path*, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> > >, std::filesystem::__cxx11::path const&) [155]
                0.00    0.00       9/137         main [1]
                0.00    0.00     121/137         getImageFilePaths(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, BaseConfig&) [166]
[40]     0.0    0.00    0.00     137+2       frame_dummy [40]
                                   2             frame_dummy [40]
-----------------------------------------------
                0.00    0.00   48459/48459       Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
[46]     0.0    0.00    0.00   48459         void std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >::_M_realloc_insert<cv::Point3_<double> >(__gnu_cxx::__normal_iterator<cv::Point3_<double>*, std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > >, cv::Point3_<double>&&) [46]
-----------------------------------------------
                0.00    0.00   27000/27000       Frame::generateOutputFrame() [32]
[47]     0.0    0.00    0.00   27000         Spheroid::drawOutline(cv::Mat&, float, float) const [47]
-----------------------------------------------
                0.00    0.00    4026/4026        Lineage::optimize(int) [2]
[48]     0.0    0.00    0.00    4026         std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [48]
-----------------------------------------------
                0.00    0.00     184/2619        YAML::Scanner::ScanToNextToken() [80]
                0.00    0.00     338/2619        YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00     819/2619        YAML::Scanner::ScanNextToken() [78]
                0.00    0.00    1278/2619        YAML::Stream::get() [59]
[49]     0.0    0.00    0.00    2619         YAML::Stream::peek() const [49]
-----------------------------------------------
                               13451             int YAML::RegEx::MatchUnchecked<YAML::StreamCharSource>(YAML::StreamCharSource const&) const [50]
                0.00    0.00     321/2335        YAML::Scanner::ScanNextToken() [78]
                0.00    0.00     806/2335        YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00    1208/2335        YAML::Scanner::ScanToNextToken() [80]
[50]     0.0    0.00    0.00    2335+13451   int YAML::RegEx::MatchUnchecked<YAML::StreamCharSource>(YAML::StreamCharSource const&) const [50]
                0.00    0.00     111/1279        YAML::Stream::_ReadAheadTo(unsigned long) const [57]
                               13451             int YAML::RegEx::MatchUnchecked<YAML::StreamCharSource>(YAML::StreamCharSource const&) const [50]
-----------------------------------------------
                0.00    0.00      73/1832        std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#3}>::_M_invoke(std::_Any_data const&, bool&&) [15]
                0.00    0.00     149/1832        Lineage::optimize(int) [2]
                0.00    0.00     288/1832        Spheroid::getPerturbedCell() const [9]
                0.00    0.00    1322/1832        PerturbParams::getPerturbOffset() const [10]
[51]     0.0    0.00    0.00    1832         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [51]
-----------------------------------------------
                0.00    0.00      87/1493        YAML::Scanner::ScanNextToken() [78]
                0.00    0.00     377/1493        YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00    1029/1493        YAML::Scanner::ScanToNextToken() [80]
[52]     0.0    0.00    0.00    1493         YAML::Stream::operator bool() const [52]
-----------------------------------------------
                0.00    0.00    1432/1432        Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
